!Series_title	"Involvement of endocytosis and alternative splicing in the formation of the pathological process in Parkinson's Disease"
!Series_geo_accession	"GSE54536"
!Series_status	"Public on Jan 31 2014"
!Series_submission_date	"Jan 30 2014"
!Series_last_update_date	"Mar 29 2015"
!Series_pubmed_id	"24804238"
!Series_summary	"We performed a whole-transcriptome analysis of the peripheral blood of untreated patients with stage 1 PD (Hoehn–Yahr scale)."
!Series_overall_design	"10 samples were investigated"
!Series_type	"Expression profiling by array"
!Series_contributor	"Anelya,K,Alieva"
!Series_contributor	"Maria,I,Shadrina"
!Series_contributor	"Elena,V,Filatova"
!Series_contributor	"Alexey,V,Karabanov"
!Series_contributor	"Sergey,N,Illarioshkin"
!Series_contributor	"Svetlana,A,Limborska"
!Series_contributor	"Petr,A,Slominsky"
!Series_sample_id	"GSM1318547 GSM1318548 GSM1318549 GSM1318550 GSM1318551 GSM1318552 GSM1318553 GSM1318554 GSM1318555 GSM1318556 "
!Series_contact_name	"Anelya,,Alieva"
!Series_contact_email	"anelja.a@gmail.com"
!Series_contact_institute	"IMG RAS"
!Series_contact_address	"2 Kurchatova sq."
!Series_contact_city	"Moscow"
!Series_contact_zip/postal_code	"123182"
!Series_contact_country	"Russia"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/series/GSE54536/GSE54536_Non-normalized_data.txt.gz"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/series/GSE54536/GSE54536_RAW.tar"
!Series_platform_id	"GPL10558"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: http://www.ncbi.nlm.nih.gov/bioproject/PRJNA236993"

!Sample_title	"PD patient 1"	"PD patient 2"	"PD patient 3"	"PD patient 4"	"RNA pool from PD patients 1-5"	"Healthy control 1"	"Healthy control 2"	"Healthy control 3"	"Healthy control 4"	"RNA pool from PD controls1-5"
!Sample_geo_accession	"GSM1318547"	"GSM1318548"	"GSM1318549"	"GSM1318550"	"GSM1318551"	"GSM1318552"	"GSM1318553"	"GSM1318554"	"GSM1318555"	"GSM1318556"
!Sample_status	"Public on Jan 31 2014"	"Public on Jan 31 2014"	"Public on Jan 31 2014"	"Public on Jan 31 2014"	"Public on Jan 31 2014"	"Public on Jan 31 2014"	"Public on Jan 31 2014"	"Public on Jan 31 2014"	"Public on Jan 31 2014"	"Public on Jan 31 2014"
!Sample_submission_date	"Jan 30 2014"	"Jan 30 2014"	"Jan 30 2014"	"Jan 30 2014"	"Jan 30 2014"	"Jan 30 2014"	"Jan 30 2014"	"Jan 30 2014"	"Jan 30 2014"	"Jan 30 2014"
!Sample_last_update_date	"Jan 31 2014"	"Jan 31 2014"	"Jan 31 2014"	"Jan 31 2014"	"Jan 31 2014"	"Jan 31 2014"	"Jan 31 2014"	"Jan 31 2014"	"Jan 31 2014"	"Jan 31 2014"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"peripheral blood"	"peripheral blood"	"peripheral blood"	"peripheral blood"	"peripheral blood"	"peripheral blood"	"peripheral blood"	"peripheral blood"	"peripheral blood"	"peripheral blood"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"tissue: peripheral blood"	"tissue: peripheral blood"	"tissue: peripheral blood"	"tissue: peripheral blood"	"tissue: peripheral blood"	"tissue: peripheral blood"	"tissue: peripheral blood"	"tissue: peripheral blood"	"tissue: peripheral blood"	"tissue: peripheral blood"
!Sample_characteristics_ch1	"diagnosis: Parkinson's disease"	"diagnosis: Parkinson's disease"	"diagnosis: Parkinson's disease"	"diagnosis: Parkinson's disease"	"diagnosis: Parkinson's disease"	"diagnosis: healthy"	"diagnosis: healthy"	"diagnosis: healthy"	"diagnosis: healthy"	"diagnosis: healthy"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."	"The isolation of total RNA from whole blood was performed using the ZR Whole-Blood Total RNA Kit™ (Zymo Research Corp., Irvine, CA, USA) according to the manufacturer’s recommendations."
!Sample_label_ch1	" biotin"	" biotin"	" biotin"	" biotin"	" biotin"	" biotin"	" biotin"	" biotin"	" biotin"	" biotin"
!Sample_label_protocol_ch1	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"
!Sample_scan_protocol	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"	"Standard Illumina  protocol"
!Sample_data_processing	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."	"The software package Genome Studio (Illumina, San Diego, California, USA) and the DAVID Bioinformatics Resources 6.7 database (http://david.abcc.ncifcrf.gov/home.jsp) were used for the statistical processing."
!Sample_data_processing	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."	"Normalized signal intensity was used for further investigation. A volcano plot was used to identify differentially expressed genes (using n-fold > 1.5 and P < 0.01 as the threshold of statistical significance). For further investigations, we selected transcripts that were common among all the pairs and pools."
!Sample_platform_id	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"
!Sample_contact_name	"Anelya,,Alieva"	"Anelya,,Alieva"	"Anelya,,Alieva"	"Anelya,,Alieva"	"Anelya,,Alieva"	"Anelya,,Alieva"	"Anelya,,Alieva"	"Anelya,,Alieva"	"Anelya,,Alieva"	"Anelya,,Alieva"
!Sample_contact_email	"anelja.a@gmail.com"	"anelja.a@gmail.com"	"anelja.a@gmail.com"	"anelja.a@gmail.com"	"anelja.a@gmail.com"	"anelja.a@gmail.com"	"anelja.a@gmail.com"	"anelja.a@gmail.com"	"anelja.a@gmail.com"	"anelja.a@gmail.com"
!Sample_contact_institute	"IMG RAS"	"IMG RAS"	"IMG RAS"	"IMG RAS"	"IMG RAS"	"IMG RAS"	"IMG RAS"	"IMG RAS"	"IMG RAS"	"IMG RAS"
!Sample_contact_address	"2 Kurchatova sq."	"2 Kurchatova sq."	"2 Kurchatova sq."	"2 Kurchatova sq."	"2 Kurchatova sq."	"2 Kurchatova sq."	"2 Kurchatova sq."	"2 Kurchatova sq."	"2 Kurchatova sq."	"2 Kurchatova sq."
!Sample_contact_city	"Moscow"	"Moscow"	"Moscow"	"Moscow"	"Moscow"	"Moscow"	"Moscow"	"Moscow"	"Moscow"	"Moscow"
!Sample_contact_zip/postal_code	"123182"	"123182"	"123182"	"123182"	"123182"	"123182"	"123182"	"123182"	"123182"	"123182"
!Sample_contact_country	"Russia"	"Russia"	"Russia"	"Russia"	"Russia"	"Russia"	"Russia"	"Russia"	"Russia"	"Russia"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"47231"	"47231"	"47231"	"47231"	"47231"	"47231"	"47231"	"47231"	"47231"	"47231"
!series_matrix_table_begin
"ID_REF"	"GSM1318547"	"GSM1318548"	"GSM1318549"	"GSM1318550"	"GSM1318551"	"GSM1318552"	"GSM1318553"	"GSM1318554"	"GSM1318555"	"GSM1318556"
"ILMN_1343291"	50894.29	45430.96	47569.42	49314.96	45882.23	43339.16	50943.47	48679.45	43809.25	39366.16
"ILMN_1343295"	1600.24	2329.44	2360.47	1665.35	2609.02	2209.33	2746.87	2684.89	2342.86	2493.88
"ILMN_1651199"	-20.56	-12.88	3.84	-6.49	-14.93	-15.09	12.61	5.12	6.91	-9.61
"ILMN_1651209"	-1.57	4.74	6.94	-9.16	16.61	15.38	-12.54	-18.93	3.78	-14.56
"ILMN_1651210"	14.10	10.35	-3.38	31.38	8.83	26.61	60.12	0.57	14.52	9.02
"ILMN_1651221"	36.36	37.15	32.86	3.66	15.82	52.98	47.51	32.66	15.67	36.45
"ILMN_1651228"	22297.57	22865.55	19891.05	19758.91	21512.10	19618.01	20280.68	18889.54	21685.23	20967.81
"ILMN_1651229"	147.00	106.88	98.56	129.18	105.00	129.32	206.85	208.89	193.82	158.59
"ILMN_1651230"	10.60	-13.05	-13.51	3.68	5.44	1597116.00	-26.44	14.25	-9.14	-1.89
"ILMN_1651232"	-6.71	22.85	35.60	18.78	25.53	33.63	19.27	18.24	-3.40	-1.52
"ILMN_1651235"	-30.03	-33.39	-25.15	-31.10	-29.61	-25.32	-34.57	-28.60	-25.28	-31.61
"ILMN_1651236"	-32.22	-24.28	-14.97	-21.08	-29.02	-24.51	-65.77	-17.19	-20.52	-19.67
"ILMN_1651237"	-22.35	-20.20	-20.53	-38.63	-37.83	-29.47	-25.28	-7.39	-31.34	-20.93
"ILMN_1651238"	-23.20	-26.00	-32.04	-42.63	-36.74	-36.57	-44.67	-28.62	-22.36	-30.03
"ILMN_1651249"	-25.11	-11.63	-8.70	-2.95	3.32	-7.29	4.04	-13.11	-5.71	-10.10
"ILMN_1651253"	-7.76	18.52	-8.96	10.47	-26.47	-6.47	6.29	2.68	-7.70	-12.96
"ILMN_1651254"	1107.02	1161.17	1385.54	1312.47	1182.85	1482.06	1432.36	1839.28	1643.23	1563.74
"ILMN_1651259"	50.34	64.07	56.53	51.97	54.44	56.88	82.35	46.99	44.39	28.92
"ILMN_1651260"	-40.95	-28.99	-36.65	-31.05	-41.52	-37.26	-57.80	-39.57	-35.83	-31.57
"ILMN_1651262"	1690.28	1619.19	1734.25	1568.45	1400.22	1720.02	1833.46	2209.62	2450.46	1744.13
"ILMN_1651268"	-27.33	-9.80	-10.58	-4.76	-13.30	-0.21	-16.50	-6.33	-11.37	-11.06
"ILMN_1651278"	282.64	301.98	273.05	224.40	223.82	286.66	289.17	366.83	317.91	261.15
"ILMN_1651279"	29.68	14.39	46.50	26.11	49.15	25.97	45.47	12.56	36.15	20.37
"ILMN_1651281"	-7.09	2.33	-0.91	10.71	19.50	18172.00	0.23	5.29	58.17	40.60
"ILMN_1651282"	39.30	49.28	27.21	20.07	25.71	51.52	48.38	25.08	14.03	25.06
"ILMN_1651285"	-7.15	-11.54	7.63	3.02	-21.37	-8.09	-11.16	-9.75	-4.13	-7.07
"ILMN_1651286"	-51.70	-32.93	-30.47	-40.24	-33.57	-34.06	-34.62	-31.70	-33.26	-30.75
"ILMN_1651288"	44.56	39.34	56.44	35.79	29.83	54.05	31.62	27.68	47.26	28.86
"ILMN_1651292"	-32.39	-52.75	-32.01	-35.36	-25.13	-41.21	-43.09	-7.49	-38.05	-30.26
"ILMN_1651296"	44.35	87.35	50.64	32.58	66.79	37.67	9.12	35.33	45.37	57.49
"ILMN_1651303"	-8.16	14.04	1.86	24.10	-0.07	0.35	40.30	30.83	6.34	38.14
"ILMN_1651309"	-41.19	-38.35	-31.25	-33.61	-35.59	-25.51	-54.21	-32.75	-27.46	-22.81
"ILMN_1651310"	5.33	-4.63	-27.41	-3.74	-14.51	-6.31	-14.00	-9.94	-18.95	-9.38
"ILMN_1651315"	264.80	453.33	433.81	273.27	400.57	567.17	377.21	523.71	443.50	524.24
"ILMN_1651316"	182.47	230.09	187.84	217.27	154.39	178.03	118.50	187.31	111.27	159.09
"ILMN_1651325"	9.34	-6.13	10.28	9.55	0.37	27.54	-2.89	9.48	2.15	-1.79
"ILMN_1651328"	12.89	25.85	24.76	17.28	35.95	44.53	44.86	52.84	53.18	49.92
"ILMN_1651329"	22.49	0.84	31.25	15.25	21.65	3.08	37.49	7.49	28.01	5.39
"ILMN_1651330"	-42.48	-26.92	-29.90	-34.61	-33.39	-38.52	-30.51	-25.64	-40.20	-34.85
"ILMN_1651336"	-4.41	21.01	32.64	16.05	5.23	-1.05	-8.96	23.87	2131100.00	-2.96
"ILMN_1651339"	14.29	4.15	-16.11	-2.04	-13.05	-3.47	31.07	12.85	12.05	16.12
"ILMN_1651341"	2182996.00	35.50	14.90	-1.25	-0.77	34.25	32.29	16.59	16.74	34.44
"ILMN_1651343"	-3.59	27.12	30.31	30.05	39.85	19.44	29.06	26.74	17.33	15.78
"ILMN_1651346"	264.84	237.63	229.78	256.54	222.35	244.65	265.97	447.05	444.84	430.01
"ILMN_1651347"	1304.80	1141.21	1160.00	1428.26	1050.40	1003.13	1386.97	1239.67	1426.86	1354.21
"ILMN_1651351"	-6.38	-1.46	7.02	-18.69	-15.29	-15.05	-2.09	6.83	-1.15	-0.89
"ILMN_1651354"	33.57	27.07	26.53	12.60	27.65	21.97	29.98	44.10	8.74	24.77
"ILMN_1651358"	-42.78	-31.32	-14.99	-23.07	-18.85	-9.03	-63.80	-30.24	-41.17	-25.74
"ILMN_1651364"	63.14	27.98	38.28	37.22	44.80	57.29	73.57	51.17	67.64	64.13
"ILMN_1651365"	-13.20	-34.73	-25.51	-53.13	-14.69	-42.03	-55.28	-35.33	-43.86	-27.64
"ILMN_1651369"	16.89	10.46	-3.78	-6.23	-22.98	12.41	6.72	13.07	-19.38	-4.16
"ILMN_1651370"	8.94	9.83	0.78	8.06	-6.93	17.49	34.91	-4.61	17.78	19.15
"ILMN_1651373"	-21.09	-13.19	-35.87	-19.99	-16.41	-18.89	-32.45	-26.18	-35.95	-10.35
"ILMN_1651378"	449.04	410.46	510.63	428.82	404.77	556.08	610.23	585.95	500.26	486.21
"ILMN_1651380"	43.10	48.96	23.06	28.47	26.06	20.47	59.77	47.75	30.08	28.77
"ILMN_1651385"	111.90	304.04	192.19	226.55	257.13	293.90	193.12	281.19	298.10	284.95
"ILMN_1651388"	-0.45	12.69	18.60	42.07	42.58	23.63	57.99	21.25	24.08	19.33
"ILMN_1651395"	12.49	11.78	-1.06	31.05	20.47	6.12	11.70	26.43	24.24	-8.99
"ILMN_1651396"	32.38	9.09	22.11	14.44	33.63	32.74	37.73	23.62	28.08	28.32
"ILMN_1651403"	174.49	91.39	238.97	160.42	144.65	138.53	145.51	104.77	123.99	104.89
"ILMN_1651404"	50.19	34.29	35.61	20.55	11.92	61.47	76.76	27.29	45.71	-14.46
"ILMN_1651405"	1123.61	1081.78	1322.80	1186.80	1237.85	1696.06	1797.67	1407.80	1604.66	1590.19
"ILMN_1651408"	-8.54	-21.32	-17.07	-13.37	18.97	15250.00	-6.28	2.84	-2.55	-9.47
"ILMN_1651415"	0.22	15.18	47.36	9.92	11.53	22.76	45.92	2.90	32.10	0.69
"ILMN_1651428"	23.48	-2.31	-6.88	5.13	0.56	-4.56	-36.23	4.85	-13.56	-12.47
"ILMN_1651429"	75.95	81.25	66.42	107.74	70.68	98.81	65.12	61.55	88.59	55.21
"ILMN_1651430"	-43.40	-32.14	-22.07	-29.38	-39.56	-21.93	-45.01	-25.57	-22.57	-47.57
"ILMN_1651433"	713.17	688.03	754.44	656.14	627.25	385.80	417.76	500.62	596.33	496.04
"ILMN_1651435"	-5.96	-1.59	3.65	1.99	19.57	-13.29	5.76	0.76	0.07	11.35
"ILMN_1651437"	-7.44	-2.92	-14.73	-14.45	-23.39	-9.01	-24.56	-14.63	-21.18	-12.53
"ILMN_1651438"	193.54	149.45	163.05	174.43	143.24	249.24	190.28	169.69	153.24	149.35
"ILMN_1651447"	3.55	5.61	10.83	7.04	14.74	4.39	2.02	-12.26	0.48	5.12
"ILMN_1651453"	44.90	24.43	40.19	25.73	35.90	21.61	15.89	14.25	76.39	39.08
"ILMN_1651456"	-25.44	-24.59	-32.66	-36.70	-42.53	-25.87	-40.19	-32.67	-31.89	-32.87
"ILMN_1651457"	14.90	27.94	-2.66	7.90	6.14	10.03	23.21	21.72	12.98	-0.66
"ILMN_1651464"	38.99	11.57	30.52	15.33	26.52	39.23	36.49	34.96	66.20	11.46
"ILMN_1651466"	1.01	11.48	-3.91	-1.27	35.81	16.99	32.94	13.27	14.87	26.73
"ILMN_1651470"	-11.75	-9.44	-15.89	-23.09	-19.18	-12.38	-40.12	-7.78	-3.50	-10.29
"ILMN_1651477"	-4.41	-2.25	-10.60	-16.37	10.96	-0.53	-9.27	17.21	13.07	-11.89
"ILMN_1651486"	8.33	9.18	11.96	35.10	6.01	7.31	29.58	26.37	3.05	17.06
"ILMN_1651488"	30.30	14.40	17.34	20.39	29.51	17.65	4.05	43.12	27.01	62.86
"ILMN_1651490"	21.04	20.82	2.01	1.31	0.52	2.28	32.38	9.31	14.02	0.45
"ILMN_1651492"	34.34	22.29	16.59	18.23	15.72	37.74	39.30	10.90	15.06	14.25
"ILMN_1651495"	3.42	10.07	-0.11	13.31	-6.38	12.66	23.06	4.47	2.36	2.08
"ILMN_1651496"	326.57	321.34	274.10	288.24	318.62	191.83	261.20	919.69	325.67	385.37
"ILMN_1651498"	-37.68	-9.03	-17.85	-12.24	-19.42	-27.35	-29.22	-4.52	-24.01	-4.21
"ILMN_1651499"	68.82	99.93	143.05	141.24	179.22	245.38	182.27	142.69	209.57	199.18
"ILMN_1651501"	-27.14	-22.48	-14.99	-20.65	-26.42	-30.54	-22.95	-25.86	-21.09	-14.03
"ILMN_1651504"	156.88	148.50	220.96	199.17	157.68	250.38	181.61	242.93	227.66	213.95
"ILMN_1651506"	34.11	44.99	62.20	40.83	33.44	43.95	26.24	64.63	31.03	39.30
"ILMN_1651507"	35.02	22.00	5.35	17.41	34.52	3.94	34.98	-8.64	32.40	36.47
"ILMN_1651508"	14.37	32.21	20.00	-6.23	-12.73	17.01	6.45	31.26	-1.29	16.76
"ILMN_1651513"	326.28	351.74	406.38	450.05	340.40	362.53	306.96	389.57	358.97	360.17
"ILMN_1651520"	-6.33	41.10	13.75	15.08	20.84	-1.28	42.39	27.89	23.81	29.95
"ILMN_1651532"	34.96	17.07	12.57	20.48	46.02	29.26	12.83	28.78	-12.59	14.61
"ILMN_1651535"	36.70	22.20	51.25	32.32	10.60	20.81	55.95	8.55	22.46	25.75
"ILMN_1651536"	-52.03	-31.41	-46.48	-41.03	-29.17	-26.36	-58.30	-34.70	-39.23	-32.45
"ILMN_1651538"	-1.43	0.32	-6.72	-0.24	-0.18	-8.21	-7.71	11.57	7.38	-3.23
"ILMN_1651543"	-2.64	36.05	21.80	17.95	-1.33	2.09	23.28	16.60	8.55	19.77
"ILMN_1651544"	-5.16	-21.08	-1.34	0.08	-12.12	-2.62	-12.69	5.89	9.33	-15.59
"ILMN_1651547"	23.05	18.11	6.87	-12.86	4.10	4.69	5.39	19.03	-19.44	0.25
"ILMN_1651554"	17.78	32.13	6.95	22.14	13.96	3.22	10.31	28.88	7.75	22.80
"ILMN_1651557"	104.85	105.45	115.14	117.24	106.40	88.09	131.53	176.85	163.65	128.72
"ILMN_1651563"	-1.52	-12.73	-22.38	0.71	-0.39	-1.77	-31.97	7.78	16.46	-16.24
"ILMN_1651565"	32.33	2.35	28.28	19.58	18.05	10.36	21.94	7.65	29.61	12.29
"ILMN_1651567"	17.60	0.48	1.67	9.22	25.59	-0.90	22.73	2.53	-3.08	1.09
"ILMN_1651568"	13.68	-9.32	24.58	-0.89	5.04	-4.49	11.44	12.93	9.40	14.47
"ILMN_1651569"	46.93	7.33	55.96	35.88	26.85	20.80	45.43	24.28	36.03	31.90
"ILMN_1651574"	-38.93	2.45	8.27	-8.65	22.64	-14.46	-6.88	-19.84	-10.62	-19.21
"ILMN_1651576"	-16.41	-16.73	-16.48	1.14	-4.29	-32.52	15.99	6.34	12.26	-1.63
"ILMN_1651582"	12.13	10.79	17.94	0.16	-7.36	19.97	2.20	27.84	23.89	-1.79
"ILMN_1651584"	15.06	22.11	8.75	7.35	1.56	26.21	-3.87	4.05	0.93	9.21
"ILMN_1651597"	2.10	-18.77	-9.68	-17.06	-24.63	-38.03	-32.06	-18.71	-23.17	-26.48
"ILMN_1651599"	-2.44	-0.99	10.65	-2.90	31.47	8.69	22.75	-4.98	15.90	11.99
"ILMN_1651604"	6.19	2.69	1.33	30.06	1.64	30.18	3.60	9.72	6.55	-2.78
"ILMN_1651606"	36.37	26.79	16.74	37.20	28.92	28.85	8.87	24.56	27.69	31.96
"ILMN_1651608"	30.94	-7.49	23.37	32.37	19.86	35.00	-5.36	39.63	30.27	40.95
